date,wordcount,chapter,work
2019-09-02,3968,Interlude: Mirror,PGTE
2019-09-02,3650,Winter I,PGTE
2019-09-04,6394,Interlude: And Yet We Stand,PGTE
2019-09-06,4023,Chapter 72: Rumours,PGTE
2019-09-09,3937,Chapter 73: Discerning,PGTE
2019-09-11,4003,Chapter 74: Partial,PGTE
2019-09-13,3888,Chapter 75: Analog,PGTE
2019-09-16,3692,Chapter 76: Procession,PGTE
2019-09-18,4452,Chapter 77: Artless,PGTE
2019-09-20,4004,Chapter 78: Trenchant,PGTE
2019-09-23,3613,Chapter 79: Hitch,PGTE
2019-09-25,3805,Chapter 80: Descant,PGTE
2019-09-27,4458,Chapter 81: Devotional,PGTE
2019-09-30,3905,Chapter 82: Delegations,PGTE
2019-10-02,3608,Chapter 83: A Mould Unbroken,PGTE
2019-10-02,3619,Winter II,PGTE
2019-10-04,3269,"Interlude: Rise, Rise",PGTE
2019-10-07,3919,Interlude: All Ye Villains,PGTE
2019-10-09,3482,"Interlude: So Smile, Tyrants",PGTE
2019-10-11,4451,Interlude: And So Let Us Be,PGTE
2019-10-14,4537,Interlude: Wicked,PGTE
2019-10-16,3623,Interlude: Suffer No Compromise In This,PGTE
2019-10-18,4109,Interlude: A Hundred Battles,PGTE
2019-10-21,3277,Chapter 84: Declaration,PGTE
2019-10-23,3988,Chapter 85: When It Rains,PGTE
2019-10-25,3889,Chapter 86: It Pours,PGTE
2019-10-28,5328,Chapter 87: Connive,PGTE
2019-10-30,6346,Chapter 88: Testament,PGTE
2019-11-01,4465,Chapter 89: Sing We Of Ruin,PGTE
2019-11-01,3627,Winter III,PGTE
2019-11-04,5304,Epilogue,PGTE
2020-01-05,167,Update Schedule (Book VI),PGTE
2020-01-06,4028,Winter IV,PGTE
2020-01-06,6826,Prologue,PGTE
2020-01-10,5791,Chapter 1: Recommence,PGTE
2020-01-14,5744,Chapter 2: Enlistment,PGTE
2020-01-17,5172,Chapter 3: Standard,PGTE
2020-01-21,6063,Chapter 4: Shadowed,PGTE
2020-01-24,5178,Chapter 5: Expired,PGTE
2020-01-28,6455,Chapter 6: Equivalent,PGTE
2020-01-31,5404,Chapter 7: Approach,PGTE
2020-02-04,5754,Chapter 8: Stanchion,PGTE
2020-02-04,3551,Kingfisher I,PGTE
2020-02-07,5963,Chapter 9: Acceleration,PGTE
2020-02-11,5212,Chapter 10: Reflections,PGTE
2020-02-14,5381,Chapter 11: Veer,PGTE
2020-02-18,5775,Chapter 12: Contest,PGTE
2020-02-21,5224,Interlude: Truce,PGTE
2020-02-25,5115,Interlude: Terms,PGTE
2020-02-28,5168,Chapter 13: Ingress,PGTE
2020-03-03,5190,Chapter 14: Audience,PGTE
2020-03-03,8030,Kingfisher II,PGTE
2020-03-06,5600,Chapter 15: Machinations,PGTE
2020-03-10,5275,Chapter 16: Divine,PGTE
2020-03-13,5553,Chapter 17: Felonious,PGTE
2020-03-17,5443,Chapter 18: Clout,PGTE
2020-03-20,5259,Chapter 19: Spectral,PGTE
2020-03-24,5298,Chapter 20: Hook,PGTE
2020-03-27,5354,Chapter 21: Line,PGTE
2020-03-31,5620,Chapter 22: Sinker,PGTE
2020-04-03,5213,Interlude: Rogue,PGTE
2020-04-03,5068,Charlatan I,PGTE
2020-04-07,5431,Interlude: Archer,PGTE
2020-04-10,5178,Interlude: Deadhand,PGTE
2020-04-15,5226,Interlude: Concert,PGTE
2020-04-17,5247,Interlude: Threads,PGTE
2020-04-21,5130,Interlude: Set Them Up,PGTE
2020-04-24,7101,Interlude: Knock Them Down,PGTE
2020-04-28,5346,Chapter 23: Repercussions,PGTE
2020-05-01,5680,Charlatan II,PGTE
2020-05-01,5311,Chapter 24: Like A Hanging Sword,PGTE
2020-05-05,5243,Chapter 25: Sanitize,PGTE
2020-05-08,5273,Chapter 26: Palaver,PGTE
2020-05-12,5449,Chapter 27: Nigh,PGTE
2020-05-15,5173,Chapter 28: Contend,PGTE
2020-05-19,5415,Chapter 29: Conviction,PGTE
2020-05-22,5949,Chapter 30: Quarters,PGTE
2020-05-26,5937,Chapter 31: Pursuits,PGTE
2020-05-29,5643,Chapter 32: Convened,PGTE
2020-06-02,5627,Chapter 33: Convenience,PGTE
2020-06-02,5112,Charlatan III,PGTE
2020-06-05,5980,Interlude: Paragons,PGTE
2020-06-09,5908,Interlude: Epitomes,PGTE
2020-06-12,5172,Chapter 34: Quickening,PGTE
